userId,amPm,inputDt,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,startdt1,startdt,enddt1,enddt,inputdt1
112,am,25DEC19:14:07:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191225
112,am,26DEC19:10:48:00,3,2,2,3,4,,,,,,,,,,,,,,,,,,20191226
112,pm,11DEC19:00:00:00,,,,,,3,2,2,4,2,3,3,,,,,,,,,,,20191211
112,pm,12DEC19:23:39:00,,,,,,3,2,2,4,3,3,2,,,,,,,,,,,20191212
112,pm,14DEC19:00:37:00,,,,,,4,3,2,4,2,3,4,,,,,,,,,,,20191214
112,pm,15DEC19:00:59:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191215
112,pm,16DEC19:00:09:00,,,,,,3,3,2,4,2,3,4,,,,,,,,,,,20191216
112,pm,17DEC19:00:19:00,,,,,,4,4,2,4,2,3,2,,,,,,,,,,,20191217
112,pm,19DEC19:00:31:00,,,,,,2,2,2,4,2,2,4,,,,,,,,,,,20191219
112,pm,20DEC19:23:28:00,,,,,,3,3,2,4,2,2,4,,,,,,,,,,,20191220
112,pm,22DEC19:00:16:00,,,,,,2,4,2,4,1,2,4,,,,,,,,,,,20191222
112,pm,23DEC19:22:52:00,,,,,,4,4,2,4,2,3,4,,,,,,,,,,,20191223
112,pm,24DEC19:23:07:00,,,,,,4,4,2,4,1,3,2,,,,,,,,,,,20191224
112,pm,25DEC19:23:22:00,,,,,,4,4,2,4,2,3,1,,,,,,,,,,,20191225
116,am,22JAN20:10:41:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200122
116,am,23JAN20:06:45:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200123
116,am,24JAN20:10:28:00,4,0,4,4,5,,,,,,,,,,,,,,,,,,20200124
116,am,25JAN20:08:03:00,5,0,4,4,5,,,,,,,,,,,,,,,,,,20200125
116,am,26JAN20:09:38:00,4,0,2,4,5,,,,,,,,,,,,,,,,,,20200126
116,am,27JAN20:08:53:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20200127
116,am,28JAN20:08:35:00,5,0,4,4,4,,,,,,,,,,,,,,,,,,20200128
116,am,29JAN20:10:38:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200129
116,am,30JAN20:10:32:00,3,2,2,4,4,,,,,,,,,,,,,,,,,,20200130
116,am,31JAN20:10:34:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200131
116,am,01FEB20:11:04:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20200201
116,am,02FEB20:08:31:00,2,3,1,3,3,,,,,,,,,,,,,,,,,,20200202
116,am,03FEB20:07:33:00,4,3,2,4,4,,,,,,,,,,,,,,,,,,20200203
116,am,04FEB20:07:34:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200204
116,am,05FEB20:09:33:00,4,0,1,4,4,,,,,,,,,,,,,,,,,,20200205
116,pm,21JAN20:23:43:00,,,,,,4,5,2,3,2,3,4,,,,,,,,,,,20200121
116,pm,22JAN20:23:30:00,,,,,,4,5,2,3,4,3,3,,,,,,,,,,,20200122
116,pm,23JAN20:20:01:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200123
116,pm,24JAN20:23:43:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200124
116,pm,25JAN20:20:44:00,,,,,,5,5,1,3,3,3,3,,,,,,,,,,,20200125
116,pm,26JAN20:22:41:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200126
116,pm,27JAN20:22:02:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200127
116,pm,28JAN20:23:14:00,,,,,,5,4,2,3,3,3,3,,,,,,,,,,,20200128
116,pm,29JAN20:23:18:00,,,,,,4,4,2,3,3,3,3,,,,,,,,,,,20200129
116,pm,30JAN20:23:44:00,,,,,,5,5,2,3,3,3,3,,,,,,,,,,,20200130
116,pm,31JAN20:23:17:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200131
116,pm,01FEB20:23:43:00,,,,,,5,5,2,4,3,3,2,,,,,,,,,,,20200201
116,pm,02FEB20:23:12:00,,,,,,5,4,2,3,3,3,4,,,,,,,,,,,20200202
116,pm,03FEB20:22:20:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20200203
116,pm,04FEB20:22:28:00,,,,,,4,4,2,4,3,2,4,,,,,,,,,,,20200204
